,cost time,FPS,1,2,3,coordinate,len
700.png,0.0072574615478515625,137,bottle,,,"[[653, 221, 1274, 1015]]",1
701.png,0.0075719356536865234,132,car,,,"[[0, 77, 756, 837]]",1
702.png,0.00649571418762207,153,,,,[],0
703.png,0.006439924240112305,155,,,,[],0
704.png,0.006533145904541016,153,,,,[],0
705.png,0.00671696662902832,148,,,,[],0
706.png,0.007579326629638672,131,bottle,,,"[[683, 248, 1267, 1024]]",1
707.png,0.006512165069580078,153,,,,[],0
708.png,0.007575511932373047,132,car,,,"[[535, 523, 1034, 926]]",1
709.png,0.007449626922607422,134,car,,,"[[567, 531, 1016, 914]]",1
710.png,0.007541179656982422,132,car,,,"[[512, 614, 923, 942]]",1
711.png,0.007626056671142578,131,car,,,"[[511, 619, 905, 943]]",1
712.png,0.007311820983886719,136,car,,,"[[576, 583, 977, 972]]",1
713.png,0.0075531005859375,132,car,,,"[[495, 563, 925, 986]]",1
714.png,0.007611513137817383,131,bird,car,,"[[93, 256, 427, 498], [449, 560, 939, 981]]",2
715.png,0.0063266754150390625,158,,,,[],0
716.png,0.006716728210449219,148,,,,[],0
717.png,0.0072498321533203125,137,bottle,,,"[[362, 455, 960, 1073]]",1
718.png,0.007517576217651367,133,car,,,"[[337, 510, 953, 921]]",1
719.png,0.00743556022644043,134,car,,,"[[341, 509, 976, 907]]",1
720.png,0.006548881530761719,152,,,,[],0
721.png,0.007205009460449219,138,bottle,,,"[[370, 526, 960, 886]]",1
722.png,0.007219552993774414,138,bottle,,,"[[370, 526, 960, 886]]",1
723.png,0.007163286209106445,139,bottle,,,"[[337, 507, 964, 876]]",1
724.png,0.007270097732543945,137,car,,,"[[342, 512, 962, 887]]",1
725.png,0.006620168685913086,151,,,,[],0
726.png,0.006498098373413086,153,,,,[],0
727.png,0.006623029708862305,150,,,,[],0
728.png,0.007135629653930664,140,bottle,,,"[[284, 429, 977, 971]]",1
729.png,0.00648808479309082,154,,,,[],0
730.png,0.007426738739013672,134,car,,,"[[313, 456, 948, 841]]",1
731.png,0.006531715393066406,153,,,,[],0
732.png,0.006524562835693359,153,,,,[],0
733.png,0.006494998931884766,153,,,,[],0
734.png,0.006524085998535156,153,,,,[],0
735.png,0.007477760314941406,133,car,,,"[[309, 452, 965, 834]]",1
736.png,0.007544755935668945,132,car,,,"[[291, 400, 967, 998]]",1
737.png,0.006832599639892578,146,,,,[],0
738.png,0.00678706169128418,147,,,,[],0
739.png,0.006842613220214844,146,,,,[],0
740.png,0.00650334358215332,153,,,,[],0
741.png,0.006552934646606445,152,,,,[],0
742.png,0.0067293643951416016,148,,,,[],0
743.png,0.006563663482666016,152,,,,[],0
744.png,0.00659632682800293,151,,,,[],0
745.png,0.006518363952636719,153,,,,[],0
746.png,0.006520748138427734,153,,,,[],0
747.png,0.006558418273925781,152,,,,[],0
748.png,0.006459236145019531,154,,,,[],0
749.png,0.006524324417114258,153,,,,[],0
750.png,0.006376504898071289,156,,,,[],0
751.png,0.006703853607177734,149,,,,[],0
752.png,0.006658077239990234,150,,,,[],0
753.png,0.007164478302001953,139,car,,,"[[371, 547, 989, 865]]",1
754.png,0.006498575210571289,153,,,,[],0
755.png,0.007256269454956055,137,car,,,"[[425, 545, 977, 882]]",1
756.png,0.0065670013427734375,152,,,,[],0
757.png,0.006603717803955078,151,,,,[],0
758.png,0.0071866512298583984,139,car,,,"[[597, 522, 1024, 938]]",1
759.png,0.007483482360839844,133,car,,,"[[579, 558, 1065, 975]]",1
760.png,0.0076334476470947266,131,car,,,"[[632, 526, 1087, 934]]",1
761.png,0.007169961929321289,139,car,,,"[[709, 512, 1114, 938]]",1
762.png,0.007485389709472656,133,car,,,"[[701, 512, 1135, 944]]",1
763.png,0.00750732421875,133,car,,,"[[682, 561, 1170, 974]]",1
764.png,0.0076334476470947266,131,car,,,"[[708, 542, 1203, 921]]",1
765.png,0.007508277893066406,133,car,,,"[[743, 547, 1217, 921]]",1
766.png,0.007880687713623047,126,car,,,"[[743, 595, 1240, 950]]",1
767.png,0.007693767547607422,129,car,,,"[[742, 595, 1244, 952]]",1
768.png,0.00722503662109375,138,car,,,"[[763, 599, 1245, 953]]",1
769.png,0.007600069046020508,131,car,,,"[[831, 596, 1302, 964]]",1
770.png,0.007666826248168945,130,car,,,"[[819, 599, 1300, 965]]",1
771.png,0.007581472396850586,131,car,,,"[[819, 599, 1300, 965]]",1
772.png,0.007754802703857422,128,car,,,"[[828, 600, 1296, 960]]",1
773.png,0.007189750671386719,139,car,,,"[[755, 609, 1253, 949]]",1
774.png,0.007503986358642578,133,car,,,"[[738, 592, 1266, 951]]",1
775.png,0.007925271987915039,126,car,,,"[[731, 589, 1265, 945]]",1
776.png,0.006993532180786133,142,car,,,"[[721, 583, 1249, 944]]",1
777.png,0.0074422359466552734,134,car,,,"[[689, 575, 1221, 957]]",1
778.png,0.007460594177246094,134,car,,,"[[680, 572, 1203, 965]]",1
779.png,0.007521629333496094,132,car,,,"[[673, 575, 1203, 965]]",1
780.png,0.007129669189453125,140,car,,,"[[660, 564, 1198, 967]]",1
781.png,0.006594657897949219,151,,,,[],0
782.png,0.007491111755371094,133,car,,,"[[594, 543, 1126, 927]]",1
783.png,0.007525920867919922,132,car,,,"[[572, 533, 1138, 940]]",1
784.png,0.007514476776123047,133,car,,,"[[555, 582, 1121, 946]]",1
785.png,0.007540464401245117,132,car,,,"[[546, 577, 1101, 951]]",1
786.png,0.007565498352050781,132,car,,,"[[556, 532, 1091, 935]]",1
787.png,0.007547616958618164,132,car,,,"[[554, 536, 1089, 934]]",1
788.png,0.007361888885498047,135,car,,,"[[558, 544, 1074, 926]]",1
789.png,0.00795888900756836,125,car,person,,"[[536, 584, 1055, 952], [0, 0, 763, 499]]",2
790.png,0.007554292678833008,132,car,,,"[[528, 583, 1048, 949]]",1
791.png,0.0065195560455322266,153,,,,[],0
792.png,0.007260560989379883,137,car,,,"[[540, 546, 1053, 913]]",1
793.png,0.0075986385345458984,131,car,,,"[[526, 572, 1052, 959]]",1
794.png,0.007678985595703125,130,car,car,person,"[[522, 571, 1051, 963], [991, 387, 1188, 467], [63, 78, 631, 488]]",3
795.png,0.007708311080932617,129,car,car,person,"[[522, 571, 1051, 963], [991, 387, 1188, 467], [63, 78, 631, 488]]",3
796.png,0.007666826248168945,130,car,,,"[[545, 535, 1055, 921]]",1
797.png,0.006934165954589844,144,car,,,"[[549, 535, 1059, 922]]",1
798.png,0.007616281509399414,131,car,car,,"[[583, 516, 1079, 948], [907, 372, 1113, 496]]",2
799.png,0.007889509201049805,126,car,car,,"[[544, 563, 1093, 964], [966, 373, 1161, 517]]",2
800.png,0.007719278335571289,129,car,car,,"[[607, 505, 1107, 947], [953, 363, 1203, 532]]",2
801.png,0.007790327072143555,128,car,car,,"[[617, 505, 1110, 939], [934, 356, 1219, 543]]",2
802.png,0.007410764694213867,134,car,car,,"[[683, 510, 1153, 946], [942, 333, 1301, 565]]",2
803.png,0.007547616958618164,132,car,car,,"[[700, 495, 1164, 960], [944, 364, 1338, 564]]",2
804.png,0.0075435638427734375,132,car,car,,"[[691, 583, 1224, 945], [998, 335, 1514, 589]]",2
805.png,0.007862567901611328,127,car,car,,"[[716, 533, 1232, 930], [975, 357, 1753, 592]]",2
806.png,0.00761103630065918,131,car,,,"[[754, 527, 1240, 928]]",1
807.png,0.007171154022216797,139,car,,,"[[754, 527, 1252, 921]]",1
808.png,0.007530927658081055,132,car,,,"[[762, 535, 1252, 914]]",1
809.png,0.007729053497314453,129,car,,,"[[762, 534, 1261, 920]]",1
810.png,0.007453441619873047,134,car,,,"[[812, 517, 1327, 943]]",1
811.png,0.0074901580810546875,133,car,,,"[[812, 532, 1359, 931]]",1
812.png,0.0067958831787109375,147,,,,[],0
813.png,0.007379293441772461,135,car,,,"[[849, 599, 1377, 953]]",1
814.png,0.006477832794189453,154,,,,[],0
815.png,0.006514310836791992,153,,,,[],0
816.png,0.007551431655883789,132,car,,,"[[843, 592, 1358, 949]]",1
817.png,0.0075228214263916016,132,car,,,"[[831, 590, 1351, 948]]",1
818.png,0.007147073745727539,139,car,,,"[[843, 591, 1324, 950]]",1
819.png,0.007368564605712891,135,car,,,"[[843, 591, 1324, 950]]",1
820.png,0.007265567779541016,137,car,,,"[[783, 619, 1233, 932]]",1
821.png,0.007703304290771484,129,car,,,"[[767, 605, 1240, 941]]",1
822.png,0.006536006927490234,152,,,,[],0
823.png,0.00724029541015625,138,car,,,"[[564, 546, 1051, 895]]",1
824.png,0.007929325103759766,126,car,,,"[[522, 541, 1074, 909]]",1
825.png,0.006515026092529297,153,,,,[],0
826.png,0.006596565246582031,151,car,,,"[[1273, 429, 1439, 501]]",1
827.png,0.00754094123840332,132,car,,,"[[1264, 404, 1453, 490]]",1
828.png,0.0069577693939208984,143,car,car,,"[[551, 526, 1044, 923], [1271, 401, 1449, 490]]",2
829.png,0.007441282272338867,134,car,car,,"[[535, 533, 1059, 921], [1262, 390, 1452, 482]]",2
830.png,0.0079193115234375,126,car,car,,"[[510, 568, 1046, 957], [1261, 381, 1463, 468]]",2
831.png,0.00748896598815918,133,car,,,"[[1265, 360, 1450, 455]]",1
832.png,0.007911443710327148,126,car,,,"[[1262, 355, 1450, 460]]",1
833.png,0.007231235504150391,138,car,,,"[[1252, 350, 1477, 459]]",1
834.png,0.0073778629302978516,135,car,,,"[[1259, 357, 1475, 458]]",1
835.png,0.007155179977416992,139,car,,,"[[1272, 353, 1511, 463]]",1
836.png,0.007590770721435547,131,car,,,"[[1338, 372, 1651, 476]]",1
837.png,0.007717609405517578,129,car,car,,"[[1342, 366, 1670, 481], [707, 526, 1175, 929]]",2
838.png,0.007535457611083984,132,car,car,,"[[1374, 364, 1753, 495], [724, 514, 1188, 921]]",2
839.png,0.0075457096099853516,132,car,car,,"[[760, 520, 1213, 919], [1390, 365, 1736, 506]]",2
840.png,0.008218526840209961,121,car,car,,"[[770, 510, 1253, 934], [1500, 373, 1890, 520]]",2
841.png,0.007485389709472656,133,car,,,"[[813, 497, 1302, 936]]",1
842.png,0.007540225982666016,132,car,,,"[[815, 499, 1309, 941]]",1
843.png,0.007953166961669922,125,car,,,"[[856, 526, 1327, 929]]",1
844.png,0.00844717025756836,118,car,,,"[[856, 526, 1327, 929]]",1
845.png,0.007537841796875,132,car,,,"[[869, 525, 1328, 930]]",1
846.png,0.007483482360839844,133,car,,,"[[887, 536, 1361, 927]]",1
847.png,0.007696628570556641,129,car,,,"[[903, 529, 1388, 916]]",1
848.png,0.007443428039550781,134,car,,,"[[907, 536, 1391, 909]]",1
849.png,0.007468223571777344,133,car,,,"[[901, 597, 1377, 942]]",1
850.png,0.006959438323974609,143,car,,,"[[978, 528, 1448, 903]]",1
851.png,0.007458686828613281,134,car,,,"[[921, 502, 1409, 927]]",1
852.png,0.007475614547729492,133,car,,,"[[968, 511, 1441, 906]]",1
853.png,0.007509469985961914,133,car,,,"[[932, 514, 1373, 906]]",1
854.png,0.007246255874633789,138,car,,,"[[889, 500, 1377, 920]]",1
855.png,0.0071675777435302734,139,car,,,"[[929, 509, 1366, 929]]",1
856.png,0.007576465606689453,131,car,,,"[[924, 509, 1371, 936]]",1
857.png,0.007187604904174805,139,car,,,"[[1414, 262, 1685, 364]]",1
858.png,0.0075473785400390625,132,car,,,"[[964, 515, 1485, 898]]",1
859.png,0.007386207580566406,135,car,car,,"[[948, 520, 1484, 913], [1502, 309, 1858, 448]]",2
860.png,0.0075206756591796875,132,car,,,"[[939, 525, 1493, 908]]",1
861.png,0.007363796234130859,135,car,,,"[[958, 512, 1484, 932]]",1
862.png,0.007498741149902344,133,car,,,"[[963, 510, 1486, 934]]",1
863.png,0.007543325424194336,132,car,,,"[[974, 518, 1479, 928]]",1
864.png,0.007459163665771484,134,car,,,"[[979, 514, 1488, 923]]",1
865.png,0.0071794986724853516,139,car,,,"[[970, 529, 1487, 922]]",1
866.png,0.007149934768676758,139,car,,,"[[980, 533, 1504, 911]]",1
867.png,0.006807804107666016,146,car,,,"[[978, 526, 1502, 917]]",1
868.png,0.007155418395996094,139,car,,,"[[978, 526, 1502, 917]]",1
869.png,0.006828784942626953,146,,,,[],0
870.png,0.006790876388549805,147,car,,,"[[983, 518, 1494, 901]]",1
871.png,0.00716090202331543,139,car,,,"[[989, 526, 1500, 889]]",1
872.png,0.006568431854248047,152,car,,,"[[992, 527, 1524, 891]]",1
873.png,0.0071299076080322266,140,car,,,"[[989, 519, 1520, 895]]",1
874.png,0.007165431976318359,139,car,,,"[[971, 533, 1534, 883]]",1
875.png,0.007175922393798828,139,car,,,"[[967, 546, 1533, 892]]",1
876.png,0.006484031677246094,154,,,,[],0
877.png,0.006524801254272461,153,,,,[],0
878.png,0.007158517837524414,139,car,,,"[[977, 546, 1560, 889]]",1
879.png,0.00646662712097168,154,,,,[],0
880.png,0.007234096527099609,138,car,,,"[[961, 557, 1568, 898]]",1
881.png,0.007485628128051758,133,car,,,"[[950, 562, 1582, 894]]",1
882.png,0.007586479187011719,131,car,,,"[[949, 567, 1579, 878]]",1
883.png,0.007596492767333984,131,car,,,"[[961, 566, 1568, 887]]",1
884.png,0.007532596588134766,132,car,,,"[[896, 546, 1404, 834]]",1
885.png,0.007245063781738281,138,car,,,"[[860, 540, 1384, 840]]",1
886.png,0.0075359344482421875,132,car,,,"[[850, 531, 1396, 854]]",1
887.png,0.006882667541503906,145,,,,[],0
888.png,0.006295680999755859,158,,,,[],0
889.png,0.006522417068481445,153,,,,[],0
890.png,0.00650477409362793,153,,,,[],0
891.png,0.006506681442260742,153,,,,[],0
892.png,0.007734537124633789,129,car,,,"[[824, 611, 1377, 916]]",1
893.png,0.0074808597564697266,133,car,,,"[[824, 611, 1377, 916]]",1
894.png,0.007555246353149414,132,car,,,"[[844, 611, 1379, 918]]",1
895.png,0.00764918327331543,130,car,,,"[[837, 548, 1354, 919]]",1
896.png,0.007517337799072266,133,car,,,"[[821, 573, 1349, 956]]",1
897.png,0.007544755935668945,132,car,,,"[[824, 528, 1319, 938]]",1
898.png,0.007536649703979492,132,car,,,"[[802, 567, 1330, 970]]",1
899.png,0.007482051849365234,133,car,,,"[[794, 548, 1315, 981]]",1
900.png,0.0075914859771728516,131,car,,,"[[749, 555, 1272, 977]]",1
901.png,0.0074732303619384766,133,car,,,"[[747, 563, 1265, 967]]",1
902.png,0.007890939712524414,126,car,,,"[[777, 516, 1254, 952]]",1
903.png,0.007566928863525391,132,car,,,"[[779, 507, 1243, 952]]",1
904.png,0.0077419281005859375,129,car,,,"[[761, 515, 1227, 956]]",1
905.png,0.007594585418701172,131,car,,,"[[678, 575, 1222, 947]]",1
906.png,0.007580757141113281,131,car,,,"[[703, 506, 1173, 950]]",1
907.png,0.007525205612182617,132,car,,,"[[683, 520, 1179, 936]]",1
908.png,0.007517576217651367,133,car,,,"[[661, 554, 1171, 977]]",1
909.png,0.00797414779663086,125,bird,car,,"[[6, 249, 426, 515], [659, 559, 1173, 971]]",2
910.png,0.007654905319213867,130,bird,car,,"[[6, 246, 453, 489], [564, 578, 1119, 966]]",2
911.png,0.007143974304199219,139,bird,car,,"[[8, 237, 439, 500], [583, 528, 1119, 936]]",2
912.png,0.007597446441650391,131,bird,car,,"[[10, 242, 431, 499], [558, 579, 1123, 952]]",2
913.png,0.007725715637207031,129,bird,car,,"[[0, 245, 410, 509], [544, 576, 1107, 965]]",2
914.png,0.00745391845703125,134,car,,,"[[542, 577, 1087, 966]]",1
915.png,0.007501840591430664,133,car,,,"[[560, 523, 1068, 940]]",1
916.png,0.0072040557861328125,138,car,,,"[[507, 591, 1061, 963]]",1
917.png,0.0072290897369384766,138,car,,,"[[507, 591, 1061, 963]]",1
918.png,0.00790095329284668,126,bird,car,,"[[23, 251, 388, 613], [533, 593, 1038, 951]]",2
919.png,0.007456541061401367,134,bird,car,,"[[0, 231, 425, 515], [534, 576, 1043, 968]]",2
920.png,0.007977485656738281,125,bird,car,car,"[[1, 229, 400, 517], [1750, 513, 1919, 731], [540, 597, 1054, 950]]",3
921.png,0.007470130920410156,133,car,,,"[[1559, 432, 1919, 798]]",1
922.png,0.007579803466796875,131,car,,,"[[1482, 476, 1919, 735]]",1
923.png,0.007630348205566406,131,car,,,"[[1470, 471, 1919, 735]]",1
924.png,0.007173061370849609,139,car,,,"[[1396, 481, 1903, 694]]",1
925.png,0.007620334625244141,131,car,,,"[[1341, 477, 1847, 663]]",1
926.png,0.007940530776977539,125,bird,car,,"[[16, 244, 390, 530], [1292, 464, 1588, 636]]",2
927.png,0.007325410842895508,136,bird,car,,"[[0, 239, 381, 525], [1177, 464, 1420, 623]]",2
928.png,0.007639408111572266,130,bird,car,car,"[[6, 226, 363, 537], [1150, 464, 1366, 603], [553, 546, 1036, 896]]",3
929.png,0.007781982421875,128,bird,car,car,"[[10, 216, 377, 532], [1103, 464, 1334, 605], [551, 537, 1032, 898]]",3
930.png,0.007239103317260742,138,car,car,,"[[1025, 470, 1250, 614], [549, 534, 1048, 901]]",2
931.png,0.007716655731201172,129,bird,car,,"[[8, 222, 426, 516], [500, 586, 1059, 959]]",2
932.png,0.0076351165771484375,130,bird,car,,"[[18, 229, 397, 500], [530, 532, 1039, 898]]",2
933.png,0.0072820186614990234,137,bird,car,,"[[9, 201, 384, 532], [515, 524, 1069, 891]]",2
934.png,0.007560014724731445,132,car,,,"[[536, 533, 1062, 916]]",1
935.png,0.00647735595703125,154,,,,[],0
936.png,0.006507396697998047,153,,,,[],0
937.png,0.006518840789794922,153,,,,[],0
938.png,0.006518363952636719,153,,,,[],0
939.png,0.0067882537841796875,147,,,,[],0
940.png,0.00665283203125,150,,,,[],0
941.png,0.006896495819091797,145,,,,[],0
942.png,0.007242918014526367,138,car,,,"[[570, 487, 1077, 945]]",1
943.png,0.006479740142822266,154,,,,[],0
944.png,0.0063457489013671875,157,,,,[],0
945.png,0.007280111312866211,137,car,,,"[[576, 505, 1090, 926]]",1
946.png,0.007208108901977539,138,car,,,"[[576, 498, 1085, 928]]",1
947.png,0.006543159484863281,152,,,,[],0
948.png,0.007623434066772461,131,car,,,"[[539, 486, 1058, 947]]",1
949.png,0.006549835205078125,152,,,,[],0
950.png,0.006525516510009766,153,,,,[],0
951.png,0.006563901901245117,152,,,,[],0
952.png,0.006501913070678711,153,,,,[],0
953.png,0.006485939025878906,154,,,,[],0
954.png,0.006880283355712891,145,,,,[],0
955.png,0.006486415863037109,154,,,,[],0
956.png,0.00661468505859375,151,,,,[],0
957.png,0.007229804992675781,138,car,,,"[[518, 526, 1061, 917]]",1
958.png,0.00756072998046875,132,car,,,"[[531, 523, 1043, 926]]",1
959.png,0.0076291561126708984,131,car,,,"[[505, 510, 1058, 937]]",1
960.png,0.007604122161865234,131,car,person,,"[[515, 492, 1046, 953], [1204, 1, 1908, 566]]",2
961.png,0.006259918212890625,159,,,,[],0
962.png,0.006562471389770508,152,,,,[],0
963.png,0.006715297698974609,148,,,,[],0
964.png,0.006506204605102539,153,,,,[],0
965.png,0.00746607780456543,133,person,,,"[[0, 33, 1103, 1037]]",1
966.png,0.007445096969604492,134,person,,,"[[0, 33, 1103, 1037]]",1
967.png,0.007143259048461914,139,person,,,"[[0, 17, 1146, 1057]]",1
968.png,0.00661778450012207,151,,,,[],0
969.png,0.007982492446899414,125,car,,,"[[419, 580, 957, 958]]",1
970.png,0.007176876068115234,139,car,,,"[[434, 589, 948, 954]]",1
971.png,0.0077097415924072266,129,car,,,"[[434, 584, 952, 951]]",1
972.png,0.00706028938293457,141,car,,,"[[435, 541, 973, 918]]",1
973.png,0.007123470306396484,140,car,,,"[[435, 594, 950, 957]]",1
974.png,0.007114410400390625,140,car,,,"[[312, 495, 512, 559]]",1
975.png,0.0074770450592041016,133,car,car,,"[[271, 481, 481, 561], [18, 476, 176, 610]]",2
976.png,0.007133960723876953,140,car,,,"[[232, 475, 418, 563]]",1
977.png,0.007476806640625,133,car,,,"[[213, 480, 424, 563]]",1
978.png,0.007609367370605469,131,car,,,"[[124, 482, 384, 568]]",1
979.png,0.007860898971557617,127,car,car,,"[[585, 525, 1066, 938], [121, 480, 375, 575]]",2
980.png,0.007499217987060547,133,car,car,,"[[616, 533, 1076, 932], [119, 478, 376, 574]]",2
981.png,0.007587432861328125,131,car,car,,"[[609, 539, 1111, 928], [117, 482, 380, 571]]",2
982.png,0.007432460784912109,134,car,car,,"[[597, 539, 1125, 922], [125, 481, 392, 558]]",2
983.png,0.00751042366027832,133,car,car,,"[[685, 529, 1172, 937], [195, 471, 458, 557]]",2
984.png,0.007796764373779297,128,car,car,,"[[693, 538, 1205, 930], [208, 469, 438, 552]]",2
985.png,0.007418632507324219,134,car,,,"[[712, 533, 1235, 932]]",1
986.png,0.007479429244995117,133,car,,,"[[759, 531, 1250, 926]]",1
987.png,0.007947444915771484,125,car,,,"[[738, 598, 1255, 927]]",1
988.png,0.006517171859741211,153,,,,[],0
989.png,0.0074498653411865234,134,car,,,"[[822, 589, 1335, 953]]",1
990.png,0.007496833801269531,133,car,,,"[[822, 589, 1335, 953]]",1
991.png,0.0075836181640625,131,car,car,,"[[827, 537, 1347, 936], [396, 417, 670, 528]]",2
992.png,0.007161855697631836,139,car,,,"[[390, 413, 690, 526]]",1
993.png,0.007245063781738281,138,car,,,"[[837, 532, 1293, 916]]",1
994.png,0.007563114166259766,132,car,,,"[[748, 568, 1243, 960]]",1
995.png,0.007564544677734375,132,car,,,"[[730, 530, 1204, 940]]",1
996.png,0.007530689239501953,132,car,,,"[[727, 534, 1186, 934]]",1
997.png,0.0075037479400634766,133,car,car,,"[[690, 566, 1174, 965], [508, 432, 732, 523]]",2
998.png,0.0075109004974365234,133,car,car,,"[[692, 545, 1143, 911], [508, 435, 736, 524]]",2
999.png,0.006936550140380859,144,car,car,,"[[609, 551, 1126, 908], [368, 435, 709, 528]]",2
1000.png,0.0075817108154296875,131,car,car,,"[[565, 598, 1113, 939], [364, 437, 723, 532]]",2
1001.png,0.007505655288696289,133,car,car,,"[[557, 595, 1102, 941], [373, 436, 694, 533]]",2
1002.png,0.007576942443847656,131,car,car,,"[[554, 595, 1086, 944], [383, 430, 702, 540]]",2
1003.png,0.007523298263549805,132,car,car,,"[[565, 559, 1093, 905], [400, 431, 683, 539]]",2
1004.png,0.0077397823333740234,129,car,car,car,"[[525, 601, 1044, 928], [386, 456, 664, 566], [9, 555, 364, 846]]",3
1005.png,0.007804155349731445,128,car,car,car,"[[509, 588, 1040, 943], [2, 534, 390, 854], [374, 464, 622, 565]]",3
1006.png,0.007772684097290039,128,car,car,car,"[[527, 600, 1035, 935], [0, 546, 411, 860], [359, 464, 626, 567]]",3
1007.png,0.0077588558197021484,128,car,car,car,"[[516, 604, 1033, 933], [352, 465, 631, 587], [0, 558, 449, 848]]",3
1008.png,0.007674694061279297,130,car,,,"[[509, 592, 1051, 945]]",1
1009.png,0.00780177116394043,128,car,car,,"[[529, 533, 1034, 904], [3, 470, 514, 815]]",2
1010.png,0.007819175720214844,127,car,,,"[[563, 547, 998, 892]]",1
1011.png,0.007227897644042969,138,car,,,"[[413, 607, 959, 940]]",1
1012.png,0.007631063461303711,131,car,car,,"[[407, 603, 943, 946], [0, 459, 525, 785]]",2
1013.png,0.006568431854248047,152,,,,[],0
1014.png,0.006932497024536133,144,,,,[],0
1015.png,0.006472110748291016,154,,,,[],0
1016.png,0.0069425106048583984,144,,,,[],0
1017.png,0.007673978805541992,130,car,car,,"[[11, 498, 505, 726], [434, 544, 927, 901]]",2
1018.png,0.007146120071411133,139,car,,,"[[33, 511, 476, 731]]",1
1019.png,0.007484912872314453,133,car,car,,"[[402, 626, 934, 918], [26, 516, 481, 725]]",2
1020.png,0.006530046463012695,153,,,,[],0
1021.png,0.007872581481933594,127,car,,,"[[382, 615, 914, 921]]",1
1022.png,0.007568836212158203,132,car,,,"[[383, 617, 929, 923]]",1
1023.png,0.006529808044433594,153,,,,[],0
1024.png,0.007195711135864258,138,bottle,,,"[[705, 564, 1168, 974]]",1
1025.png,0.006549835205078125,152,,,,[],0
1026.png,0.006486415863037109,154,,,,[],0
1027.png,0.007178783416748047,139,car,,,"[[579, 618, 1098, 928]]",1
1028.png,0.0072824954986572266,137,car,,,"[[568, 617, 1075, 931]]",1
1029.png,0.006483316421508789,154,,,,[],0
1030.png,0.007149457931518555,139,car,,,"[[578, 532, 1097, 937]]",1
1031.png,0.0074961185455322266,133,car,,,"[[559, 604, 1083, 928]]",1
1032.png,0.0063931941986083984,156,,,,[],0
1033.png,0.0071868896484375,139,car,,,"[[547, 601, 1073, 947]]",1
1034.png,0.006463527679443359,154,,,,[],0
1035.png,0.006483316421508789,154,,,,[],0
1036.png,0.0069653987884521484,143,car,,,"[[607, 612, 1055, 938]]",1
1037.png,0.006525278091430664,153,,,,[],0
1038.png,0.006537675857543945,152,,,,[],0
1039.png,0.006664276123046875,150,,,,[],0
1040.png,0.006493091583251953,154,,,,[],0
1041.png,0.006493806838989258,153,,,,[],0
1042.png,0.006812572479248047,146,,,,[],0
1043.png,0.007512807846069336,133,car,,,"[[681, 563, 1151, 967]]",1
1044.png,0.007461071014404297,134,car,,,"[[706, 526, 1137, 925]]",1
1045.png,0.006583690643310547,151,,,,[],0
1046.png,0.007224559783935547,138,car,,,"[[712, 518, 1163, 922]]",1
1047.png,0.006533145904541016,153,,,,[],0
1048.png,0.00693202018737793,144,,,,[],0
1049.png,0.00691986083984375,144,,,,[],0
1050.png,0.006522178649902344,153,,,,[],0
1051.png,0.007513523101806641,133,car,,,"[[668, 556, 1196, 993]]",1
1052.png,0.007533073425292969,132,car,,,"[[686, 554, 1187, 1006]]",1
1053.png,0.0065348148345947266,153,,,,[],0
1054.png,0.00671839714050293,148,,,,[],0
1055.png,0.006489753723144531,154,,,,[],0
1056.png,0.006494045257568359,153,,,,[],0
1057.png,0.0064754486083984375,154,,,,[],0
1058.png,0.006636619567871094,150,,,,[],0
1059.png,0.006622791290283203,150,,,,[],0
1060.png,0.0067501068115234375,148,,,,[],0
1061.png,0.006356716156005859,157,,,,[],0
1062.png,0.006447553634643555,155,,,,[],0
1063.png,0.006493091583251953,154,,,,[],0
1064.png,0.0065572261810302734,152,,,,[],0
1065.png,0.006458759307861328,154,,,,[],0
1066.png,0.006553173065185547,152,,,,[],0
1067.png,0.006494760513305664,153,,,,[],0
1068.png,0.006499290466308594,153,,,,[],0
1069.png,0.0065042972564697266,153,,,,[],0
1070.png,0.006589651107788086,151,,,,[],0
1071.png,0.006473064422607422,154,,,,[],0
1072.png,0.007475614547729492,133,car,,,"[[59, 181, 410, 551]]",1
1073.png,0.006579160690307617,151,,,,[],0
1074.png,0.006531715393066406,153,,,,[],0
1075.png,0.00653839111328125,152,,,,[],0
1076.png,0.006506681442260742,153,,,,[],0
1077.png,0.007495880126953125,133,car,,,"[[47, 474, 392, 617]]",1
1078.png,0.007172107696533203,139,car,,,"[[28, 425, 449, 665]]",1
1079.png,0.007510662078857422,133,car,,,"[[49, 468, 406, 627]]",1
1080.png,0.007582664489746094,131,car,,,"[[121, 422, 555, 657]]",1
1081.png,0.007483482360839844,133,car,,,"[[177, 449, 538, 615]]",1
1082.png,0.007609844207763672,131,car,,,"[[201, 462, 565, 617]]",1
1083.png,0.0075457096099853516,132,car,,,"[[229, 469, 587, 613]]",1
1084.png,0.0072286128997802734,138,car,,,"[[333, 477, 670, 600]]",1
1085.png,0.007218837738037109,138,car,,,"[[350, 472, 677, 605]]",1
1086.png,0.007438182830810547,134,car,,,"[[417, 473, 713, 617]]",1
1087.png,0.007536888122558594,132,car,,,"[[472, 469, 773, 605]]",1
1088.png,0.0075836181640625,131,car,,,"[[472, 469, 773, 605]]",1
1089.png,0.007176876068115234,139,car,,,"[[500, 479, 811, 626]]",1
